ENCFF603OCV.bed.gz,YY1  
ENCFF200UIL.bed.gz,H3K4me2  
ENCFF928PAZ.bed.gz,H3K36me3  
ENCFF743QJY.bed.gz,H4K20me1  
ENCFF934JKC.bed.gz,H3K27ac  
ENCFF602XRC.bed.gz,H3K9me3  
ENCFF849SZF.bed.gz,H3K36me3  
ENCFF435QIH.bed.gz,H3K36me3  
ENCFF001UOO.bed.gz,REST  
ENCFF001UIB.bed.gz,YY1  
ENCFF649LFD.bed.gz,H3K4me1  
ENCFF997QAS.bed.gz,H3K4me3  
ENCFF229CLY.bed.gz,H3K9me3  
ENCFF914HYV.bed.gz,POLR2AphosphoS5  
ENCFF839LTP.bed.gz,H3K36me3  
ENCFF225AZU.bed.gz,H3K4me1  
ENCFF001SVU.bed.gz,H3K4me1  
ENCFF459LAT.bed.gz,H3K4me1  
ENCFF870SVB.bed.gz,H3K79me2  
ENCFF732ZZL.bed.gz,H3K4me1  
ENCFF071BQQ.bed.gz,H3K27ac  
ENCFF577FKU.bed.gz,H3K9me3  
ENCFF678FKV.bed.gz,H3K9me3  
ENCFF977ZSX.bed.gz,H2AFZ  
ENCFF291JTS.bed.gz,H2AFZ  
ENCFF739FWZ.bed.gz,EP300  
ENCFF770BNH.bed.gz,H3K36me3  
ENCFF977HCO.bed.gz,H3K4me3  
ENCFF623HWH.bed.gz,H3K4me3  
ENCFF991HBY.bed.gz,H3K4me2  
ENCFF325GEB.bed.gz,H3K27ac  
ENCFF819QEC.bed.gz,REST  
ENCFF085QXI.bed.gz,H3K27ac  
ENCFF227ZLQ.bed.gz,H3K27ac  
ENCFF579IWP.bed.gz,H3K4me1  
ENCFF141VUN.bed.gz,H3K27me3  
ENCFF510UIU.bed.gz,RAD21  
ENCFF001XBC.bed.gz,H3K4me3  
ENCFF001XJY.bed.gz,H3K4me3  
ENCFF542QCS.bed.gz,H3K36me3  
ENCFF489XES.bed.gz,H3K27me3  
ENCFF763HVB.bed.gz,H3K4me3  
ENCFF057VIG.bed.gz,H3K4me1  
ENCFF289SZH.bed.gz,H3K4me1  
ENCFF098WVX.bed.gz,H3K27me3  
ENCFF884UCG.bed.gz,H3K4me1  
ENCFF001WYD.bed.gz,H3K27me3  
ENCFF713ISJ.bed.gz,YY1  
ENCFF676OTA.bed.gz,H4K20me1  
ENCFF195WKJ.bed.gz,H3K9me3  
ENCFF458KOT.bed.gz,REST  
ENCFF202MLB.bed.gz,H3K27me3  
ENCFF001WYX.bed.gz,H3K4me3  
ENCFF896TLV.bed.gz,H3K36me3  
ENCFF988OUM.bed.gz,H3K4me1  
ENCFF215EVE.bed.gz,H3K4me1  
ENCFF327LZT.bed.gz,H3K9me3  
ENCFF141ATD.bed.gz,H3K79me2  
ENCFF001WXL.bed.gz,H3K4me3  
ENCFF793PXZ.bed.gz,H3K79me2  
ENCFF001SUL.bed.gz,H3K4me2  
ENCFF688JLJ.bed.gz,H3K4me1  
ENCFF001WXR.bed.gz,H3K4me3  
ENCFF001TTF.bed.gz,POLR2A  
ENCFF050TAS.bed.gz,POLR2AphosphoS5  
ENCFF277ATW.bed.gz,H3K79me2  
ENCFF731KWW.bed.gz,H3K36me3  
ENCFF907QFE.bed.gz,H3K36me3  
ENCFF014AOR.bed.gz,H3K79me2  
ENCFF573XSG.bed.gz,H3K27ac  
ENCFF839MBM.bed.gz,EP300  
ENCFF486TPJ.bed.gz,H3K9me3  
ENCFF854RKR.bed.gz,EP300  
ENCFF277XDY.bed.gz,H3K9me3  
ENCFF273WBF.bed.gz,H3K36me3  
ENCFF951SLC.bed.gz,H3K4me3  
ENCFF700ONQ.bed.gz,H3K27ac  
ENCFF001TCK.bed.gz,H2AFZ  
ENCFF266QVS.bed.gz,H3K4me1  
ENCFF306TSB.bed.gz,POLR2AphosphoS5  
ENCFF700MLH.bed.gz,H3K27ac  
ENCFF001SWH.bed.gz,H2AFZ  
ENCFF909FZX.bed.gz,H3K9me3  
ENCFF320UGV.bed.gz,H3K4me2  
ENCFF063RSR.bed.gz,H3K4me1  
ENCFF718FIL.bed.gz,H3K4me1  
ENCFF424DSH.bed.gz,H3K9ac  
ENCFF001XAX.bed.gz,H3K4me3  
ENCFF608RBZ.bed.gz,YY1  
ENCFF579RYJ.bed.gz,H3K4me3  
ENCFF878WSW.bed.gz,H3K9me3  
ENCFF311KAI.bed.gz,H3K36me3  
ENCFF526HPH.bed.gz,H3K4me3  
ENCFF201KBA.bed.gz,H3K4me3  
ENCFF888CSC.bed.gz,H3K9ac  
ENCFF396ZTS.bed.gz,H3K4me1  
ENCFF651SUW.bed.gz,H3K27me3  
ENCFF001XDA.bed.gz,H3K36me3  
ENCFF031BGC.bed.gz,H3K4me3  
ENCFF239ZQG.bed.gz,H3K27me3  
ENCFF001WWU.bed.gz,H3K4me3  
ENCFF001TVL.bed.gz,RAD21  
ENCFF266ZHQ.bed.gz,H3K4me3  
ENCFF721EYE.bed.gz,H3K9ac  
ENCFF860DII.bed.gz,H3K27ac  
ENCFF037LEH.bed.gz,H3K4me3  
ENCFF095TOX.bed.gz,H3K27ac  
ENCFF721USL.bed.gz,H3K27ac  
ENCFF608QMV.bed.gz,H3K36me3  
ENCFF033PHE.bed.gz,H3K4me3  
ENCFF464WVN.bed.gz,H3K4me2  
ENCFF068EPB.bed.gz,H3K27me3  
ENCFF201ZGY.bed.gz,REST  
ENCFF115WAB.bed.gz,H3K27ac  
ENCFF196PLA.bed.gz,H3K4me2  
ENCFF276LNK.bed.gz,H3K9me3  
ENCFF413DRM.bed.gz,H3K27me3  
ENCFF999RPY.bed.gz,H3K27me3  
ENCFF473PDY.bed.gz,H3K4me3  
ENCFF001SXE.bed.gz,H4K20me1  
ENCFF587GPF.bed.gz,H3K27ac  
ENCFF431GCG.bed.gz,H3K27me3  
ENCFF001UAR.bed.gz,YY1  
ENCFF846XCY.bed.gz,H3K36me3  
ENCFF001UEE.bed.gz,POLR2AphosphoS5  
ENCFF616LQX.bed.gz,H3K4me3  
ENCFF916JYM.bed.gz,H3K9ac  
ENCFF223XFI.bed.gz,YY1  
ENCFF001SXQ.bed.gz,H3K9me3  
ENCFF226BLT.bed.gz,H3K36me3  
ENCFF001UGW.bed.gz,REST  
ENCFF956TQH.bed.gz,H3K79me2  
ENCFF318TGO.bed.gz,H3K4me3  
ENCFF383QAX.bed.gz,H3K9me3  
ENCFF499QZD.bed.gz,H3K27me3  
ENCFF221AHA.bed.gz,H3K4me3  
ENCFF177HMS.bed.gz,H3K9ac  
ENCFF001UKY.bed.gz,RAD21  
ENCFF788WDI.bed.gz,H3K4me2  
ENCFF001VCR.bed.gz,H3K4me3  
ENCFF001XIJ.bed.gz,H3K4me3  
ENCFF776KSC.bed.gz,H3K4me1  
ENCFF262DNG.bed.gz,H3K79me2  
ENCFF002ENL.bed.gz,POLR2A  
ENCFF308WNH.bed.gz,H4K20me1  
ENCFF555YXZ.bed.gz,H3K4me3  
ENCFF363ZFM.bed.gz,H3K4me3  
ENCFF991SQZ.bed.gz,POLR2A  
ENCFF271TWK.bed.gz,H3K27me3  
ENCFF842VKR.bed.gz,H3K9ac  
ENCFF770RYX.bed.gz,H3K27me3  
ENCFF973TLE.bed.gz,H3K4me1  
ENCFF065RJC.bed.gz,POLR2AphosphoS5  
ENCFF493FXM.bed.gz,H3K4me3  
ENCFF269ZSB.bed.gz,REST  
ENCFF380AWN.bed.gz,H3K36me3  
ENCFF704OEE.bed.gz,POLR2A  
ENCFF981SRD.bed.gz,H3K4me3  
ENCFF049NAQ.bed.gz,H3K4me3  
ENCFF795URC.bed.gz,H3K4me3  
ENCFF191QUY.bed.gz,H3K27ac  
ENCFF001URA.bed.gz,YY1  
ENCFF001XFL.bed.gz,H3K4me3  
ENCFF002CPG.bed.gz,POLR2A  
ENCFF935KIG.bed.gz,REST  
ENCFF122JHO.bed.gz,H3K27me3  
ENCFF001TAW.bed.gz,H3K4me2  
ENCFF419LXW.bed.gz,H3K4me1  
ENCFF499UOE.bed.gz,H3K9ac  
ENCFF001XCM.bed.gz,H3K36me3  
ENCFF037HKH.bed.gz,H3K4me3  
ENCFF001XFG.bed.gz,H3K4me3  
ENCFF401SRI.bed.gz,H3K4me3  
ENCFF001TTB.bed.gz,EP300  
ENCFF001WYL.bed.gz,H3K4me3  
ENCFF893TVK.bed.gz,H3K4me3  
ENCFF001WVF.bed.gz,H3K4me3  
ENCFF558WRV.bed.gz,H3K4me3  
ENCFF797ZRE.bed.gz,YY1  
ENCFF805IHW.bed.gz,H3K36me3  
ENCFF458OPT.bed.gz,H3K27me3  
ENCFF002VYE.bed.gz,H3K27me3  
ENCFF001TCP.bed.gz,H3K4me1  
ENCFF114NGB.bed.gz,H3K9ac  
ENCFF099WAJ.bed.gz,H4K20me1  
ENCFF031ZNH.bed.gz,H3K27ac  
ENCFF132IWN.bed.gz,H3K27ac  
ENCFF693FYY.bed.gz,H3K79me2  
ENCFF682WIQ.bed.gz,H3K9me3  
ENCFF999ZFI.bed.gz,H3K9ac  
ENCFF540IKR.bed.gz,H3K9ac  
ENCFF001VRB.bed.gz,EP300  
ENCFF997MAC.bed.gz,H3K4me2  
ENCFF326EGH.bed.gz,H3K27me3  
ENCFF794REZ.bed.gz,H3K9me3  
ENCFF424NUS.bed.gz,H3K9me3  
ENCFF530NRU.bed.gz,H3K27me3  
ENCFF929WRM.bed.gz,H3K27ac  
ENCFF637OIU.bed.gz,H3K4me3  
ENCFF576HXU.bed.gz,H3K4me1  
ENCFF368BLZ.bed.gz,H3K4me3  
ENCFF069RTN.bed.gz,H3K4me3  
ENCFF002DBO.bed.gz,POLR2A  
ENCFF987SBY.bed.gz,H3K79me2  
ENCFF367UNN.bed.gz,H3K4me1  
ENCFF506XTE.bed.gz,H3K4me2  
ENCFF613QBK.bed.gz,H3K4me3  
ENCFF581CUI.bed.gz,H3K27me3  
ENCFF939LHN.bed.gz,H3K9me3  
ENCFF475JNO.bed.gz,H3K36me3  
ENCFF001UPW.bed.gz,EP300  
ENCFF302BMC.bed.gz,H3K4me1  
ENCFF422YRY.bed.gz,POLR2A  
ENCFF797GYF.bed.gz,H3K36me3  
ENCFF809VJE.bed.gz,H3K9me3  
ENCFF958VNQ.bed.gz,RAD21  
ENCFF736MDX.bed.gz,H3K36me3  
ENCFF436VPF.bed.gz,H3K27ac  
ENCFF337SIS.bed.gz,H3K4me2  
ENCFF362OEA.bed.gz,H3K9ac  
ENCFF841OIN.bed.gz,H3K4me1  
ENCFF992MSM.bed.gz,H3K9me3  
ENCFF713NSH.bed.gz,H3K27me3  
ENCFF241SRH.bed.gz,H3K27ac  
ENCFF037DIX.bed.gz,H3K9me3  
ENCFF799XDO.bed.gz,H4K20me1  
ENCFF081JSZ.bed.gz,H3K4me3  
ENCFF814PDR.bed.gz,H4K20me1  
ENCFF069BDK.bed.gz,H3K4me3  
ENCFF471NKK.bed.gz,H3K4me3  
ENCFF824QGC.bed.gz,POLR2A  
ENCFF001VRC.bed.gz,RAD21  
ENCFF563OMA.bed.gz,H3K9me3  
ENCFF023FEK.bed.gz,H3K27me3  
ENCFF001TVF.bed.gz,REST  
ENCFF668WID.bed.gz,H3K27ac  
ENCFF053TMT.bed.gz,H2AFZ  
ENCFF678WCZ.bed.gz,POLR2A  
ENCFF001XDB.bed.gz,H3K4me3  
ENCFF292SAC.bed.gz,H3K4me3  
ENCFF856PHL.bed.gz,H3K4me1  
ENCFF144NWV.bed.gz,H3K27ac  
ENCFF196MAW.bed.gz,H2AFZ  
ENCFF402CCA.bed.gz,H3K36me3  
ENCFF938SKR.bed.gz,H3K4me3  
ENCFF334FKO.bed.gz,REST  
ENCFF001XEW.bed.gz,H3K4me3  
ENCFF415ZQD.bed.gz,RAD21  
ENCFF962IYI.bed.gz,H3K27me3  
ENCFF760PXM.bed.gz,H3K27ac  
ENCFF262IPW.bed.gz,H3K4me3  
ENCFF001WVD.bed.gz,H3K4me3  
ENCFF001SUX.bed.gz,H3K27ac  
ENCFF001UNI.bed.gz,REST  
ENCFF407TDY.bed.gz,H3K4me3  
ENCFF468GKP.bed.gz,H3K27ac  
ENCFF269PMJ.bed.gz,H3K9me3  
ENCFF614UCN.bed.gz,POLR2A  
ENCFF097AID.bed.gz,H3K27ac  
ENCFF846OWE.bed.gz,H3K27me3  
ENCFF577OPW.bed.gz,H3K9me3  
ENCFF719GZZ.bed.gz,H3K27me3  
ENCFF001XJX.bed.gz,H3K4me3  
ENCFF400DPR.bed.gz,H3K9me3  
ENCFF001SXL.bed.gz,H3K4me1  
ENCFF743FVM.bed.gz,H3K27me3  
ENCFF001XHQ.bed.gz,H3K27me3  
ENCFF965YMQ.bed.gz,H3K27me3  
ENCFF588JHA.bed.gz,H3K4me3  
ENCFF450OZZ.bed.gz,H3K27me3  
ENCFF022KXM.bed.gz,REST  
ENCFF374XBT.bed.gz,H3K4me3  
ENCFF231OGB.bed.gz,H3K36me3  
ENCFF067TKW.bed.gz,RAD21  
ENCFF368DTT.bed.gz,POLR2A  
ENCFF885KLR.bed.gz,REST  
ENCFF942GUD.bed.gz,H3K27me3  
ENCFF793AVR.bed.gz,H3K36me3  
ENCFF344GEX.bed.gz,H3K4me3  
ENCFF005YNP.bed.gz,H3K4me2  
ENCFF670NDN.bed.gz,POLR2A  
ENCFF001XHT.bed.gz,H3K36me3  
ENCFF101VKH.bed.gz,H3K4me1  
ENCFF466TRI.bed.gz,RAD21  
ENCFF225MWY.bed.gz,H3K9ac  
ENCFF154PWR.bed.gz,H3K27ac  
ENCFF001XBK.bed.gz,H3K4me3  
ENCFF753RGL.bed.gz,RAD21  
ENCFF155RRF.bed.gz,H3K4me3  
ENCFF752AID.bed.gz,H3K27me3  
ENCFF069LAN.bed.gz,H3K9me3  
ENCFF789BES.bed.gz,H3K4me3  
ENCFF001XBJ.bed.gz,H3K4me3  
ENCFF549XOG.bed.gz,H3K27ac  
ENCFF282NVG.bed.gz,H3K27ac  
ENCFF405NYL.bed.gz,H3K4me3  
ENCFF079DDV.bed.gz,H3K4me1  
ENCFF263BPC.bed.gz,H3K4me3  
ENCFF883WUZ.bed.gz,H3K4me3  
ENCFF001WUO.bed.gz,H3K4me3  
ENCFF507FTN.bed.gz,H3K9ac  
ENCFF390JYY.bed.gz,H3K27ac  
ENCFF020HRV.bed.gz,H3K4me3  
ENCFF688WWM.bed.gz,H3K27ac  
ENCFF026BNA.bed.gz,H3K4me3  
ENCFF938VNZ.bed.gz,H3K27me3  
ENCFF565WST.bed.gz,H3K27ac  
ENCFF431BWP.bed.gz,H3K4me1  
ENCFF306AQK.bed.gz,H3K36me3  
ENCFF001WZI.bed.gz,H3K27me3  
ENCFF001SWA.bed.gz,H3K4me3  
ENCFF324QDL.bed.gz,H3K79me2  
ENCFF251CWC.bed.gz,H2AFZ  
ENCFF128VFK.bed.gz,H3K4me3  
ENCFF001UKT.bed.gz,POLR2A  
ENCFF328XSE.bed.gz,H3K27ac  
ENCFF123RYI.bed.gz,H3K27ac  
ENCFF001XKD.bed.gz,H3K4me3  
ENCFF974LQQ.bed.gz,H3K4me3  
ENCFF167VSX.bed.gz,H3K4me3  
ENCFF321YIO.bed.gz,H3K4me3  
ENCFF351HUA.bed.gz,H3K4me1  
ENCFF308YHX.bed.gz,H3K27me3  
ENCFF112WBV.bed.gz,H3K9ac  
ENCFF002CZD.bed.gz,POLR2A  
ENCFF104OBH.bed.gz,H4K20me1  
ENCFF987DWO.bed.gz,H3K36me3  
ENCFF001VQS.bed.gz,POLR2A  
ENCFF458RGL.bed.gz,POLR2A  
ENCFF356GTP.bed.gz,YY1  
ENCFF373PJF.bed.gz,H2AFZ  
ENCFF226RUF.bed.gz,H3K36me3  
ENCFF602AWU.bed.gz,POLR2A  
ENCFF745OLU.bed.gz,H3K27me3  
ENCFF696JVA.bed.gz,H3K9ac  
ENCFF069BQG.bed.gz,H4K20me1  
ENCFF638TSW.bed.gz,H3K4me3  
ENCFF745GYQ.bed.gz,H3K27ac  
ENCFF242DHB.bed.gz,H3K27ac  
ENCFF163VGM.bed.gz,H3K79me2  
ENCFF930DBA.bed.gz,H3K4me2  
ENCFF001XEY.bed.gz,H3K27me3  
ENCFF152FPH.bed.gz,REST  
ENCFF647NFM.bed.gz,H3K36me3  
ENCFF112WQK.bed.gz,H3K27me3  
ENCFF042EDV.bed.gz,H3K27me3  
ENCFF251FKE.bed.gz,H3K27me3  
ENCFF001SSS.bed.gz,H3K4me1  
ENCFF114UVX.bed.gz,EP300  
ENCFF910SHK.bed.gz,H3K4me3  
ENCFF097NQF.bed.gz,H2AFZ  
ENCFF533XXC.bed.gz,H3K4me1  
ENCFF200GTS.bed.gz,H3K27me3  
ENCFF184SMZ.bed.gz,H3K4me1  
ENCFF570SMG.bed.gz,POLR2A  
ENCFF903VVZ.bed.gz,H3K27me3  
ENCFF002CXM.bed.gz,POLR2A  
ENCFF396DWL.bed.gz,H3K27ac  
ENCFF826TJO.bed.gz,EP300  
ENCFF001SVA.bed.gz,H3K4me1  
ENCFF936EYU.bed.gz,H3K27me3  
ENCFF001VLT.bed.gz,POLR2A  
ENCFF572SON.bed.gz,H3K9me3  
ENCFF624FWE.bed.gz,H3K4me3  
ENCFF179QIJ.bed.gz,H3K27ac  
ENCFF387XCG.bed.gz,YY1  
ENCFF190YOX.bed.gz,H3K36me3  
ENCFF291ZNX.bed.gz,H3K9me3  
ENCFF001WWE.bed.gz,H3K36me3  
ENCFF108IAT.bed.gz,H3K4me3  
ENCFF380YEP.bed.gz,EP300  
ENCFF388GQN.bed.gz,H3K9me3  
ENCFF001WYB.bed.gz,H3K27me3  
ENCFF966NVE.bed.gz,H3K4me3  
ENCFF019YFE.bed.gz,H3K27ac  
ENCFF266ZBW.bed.gz,H3K9me3  
ENCFF260TBI.bed.gz,H3K27me3  
ENCFF199PLJ.bed.gz,H3K36me3  
ENCFF003TGE.bed.gz,H3K27ac  
ENCFF973RWT.bed.gz,POLR2A  
ENCFF094MFL.bed.gz,H2AFZ  
ENCFF872JBU.bed.gz,H3K27ac  
ENCFF678TWP.bed.gz,H3K4me3  
ENCFF001UGY.bed.gz,REST  
ENCFF260ZNG.bed.gz,H3K4me2  
ENCFF271KDK.bed.gz,POLR2AphosphoS5  
ENCFF491BTX.bed.gz,H3K4me2  
ENCFF001XFN.bed.gz,H3K4me3  
ENCFF345SEP.bed.gz,H3K4me3  
ENCFF044JXR.bed.gz,H3K27me3  
ENCFF346LTA.bed.gz,H3K4me1  
ENCFF142WNN.bed.gz,POLR2AphosphoS5  
ENCFF107AVA.bed.gz,H3K4me3  
ENCFF022EDA.bed.gz,H3K4me3  
ENCFF851UKZ.bed.gz,H3K27me3  
ENCFF001TBL.bed.gz,H3K27ac  
ENCFF767OVA.bed.gz,REST  
ENCFF729REO.bed.gz,H3K4me3  
ENCFF673WIR.bed.gz,H3K9me3  
ENCFF742GZX.bed.gz,H3K9me3  
ENCFF001XDG.bed.gz,H3K4me3  
ENCFF647EFG.bed.gz,H2AFZ  
ENCFF330GCP.bed.gz,H2AFZ  
ENCFF788ZFC.bed.gz,H3K9me3  
ENCFF644BZI.bed.gz,H3K9me3  
ENCFF271YUO.bed.gz,RAD21  
ENCFF029YYP.bed.gz,H3K9me3  
ENCFF001TCN.bed.gz,H3K27me3  
ENCFF639ADZ.bed.gz,H3K27me3  
ENCFF973KAQ.bed.gz,H3K9ac  
ENCFF930NSP.bed.gz,H3K4me3  
ENCFF970JXR.bed.gz,H3K9me3  
ENCFF231OJM.bed.gz,POLR2A  
ENCFF139MVJ.bed.gz,POLR2A  
ENCFF663VFR.bed.gz,H3K4me3  
ENCFF226PEW.bed.gz,H3K4me1  
ENCFF551FWK.bed.gz,H3K4me3  
ENCFF088YCI.bed.gz,H3K4me1  
ENCFF001USW.bed.gz,POLR2A  
ENCFF001WYO.bed.gz,H3K4me3  
ENCFF334LTK.bed.gz,POLR2A  
ENCFF376SMA.bed.gz,REST  
ENCFF567TBX.bed.gz,H3K36me3  
ENCFF895YLP.bed.gz,H3K4me3  
ENCFF041SJL.bed.gz,H3K27ac  
ENCFF617BKH.bed.gz,H3K4me3  
ENCFF908LTV.bed.gz,H3K4me2  
ENCFF511YTE.bed.gz,H4K20me1  
ENCFF800GJP.bed.gz,H3K27ac  
ENCFF389NXH.bed.gz,POLR2A  
ENCFF742ZBG.bed.gz,H3K36me3  
ENCFF883YCG.bed.gz,H3K36me3  
ENCFF908RAT.bed.gz,H3K4me3  
ENCFF008LCS.bed.gz,H3K27ac  
ENCFF013IFT.bed.gz,H3K27me3  
ENCFF001SUG.bed.gz,H3K27ac  
ENCFF001UKX.bed.gz,RAD21  
ENCFF001XIT.bed.gz,H3K36me3  
ENCFF353WXB.bed.gz,H3K27ac  
ENCFF001SUE.bed.gz,H3K4me1  
ENCFF022IWV.bed.gz,H3K79me2  
ENCFF001WZB.bed.gz,H3K4me3  
ENCFF868JVT.bed.gz,H3K79me2  
ENCFF860JMJ.bed.gz,H3K9me3  
ENCFF848QKQ.bed.gz,H3K36me3  
ENCFF215MIH.bed.gz,H3K4me2  
ENCFF919YJY.bed.gz,H3K4me3  
ENCFF543AEK.bed.gz,H3K4me1  
ENCFF888DVS.bed.gz,H3K4me2  
ENCFF932BMG.bed.gz,H3K36me3  
ENCFF001WXE.bed.gz,H3K27me3  
ENCFF001VOG.bed.gz,POLR2A  
ENCFF843JST.bed.gz,H2AFZ  
ENCFF752BLO.bed.gz,H3K36me3  
ENCFF034NUV.bed.gz,POLR2A  
ENCFF829KOL.bed.gz,H3K27me3  
ENCFF063TJE.bed.gz,H2AFZ  
ENCFF638MFT.bed.gz,POLR2A  
ENCFF292YSJ.bed.gz,H3K4me3  
ENCFF446MPR.bed.gz,EP300  
ENCFF455HDH.bed.gz,H3K9me3  
ENCFF113KRP.bed.gz,H3K36me3  
ENCFF470SCN.bed.gz,H3K4me2  
ENCFF779SBI.bed.gz,H3K9ac  
ENCFF228AYO.bed.gz,YY1  
ENCFF001XHG.bed.gz,H3K4me3  
ENCFF744FGP.bed.gz,H3K9me3  
ENCFF206UEU.bed.gz,H3K4me3  
ENCFF001VJD.bed.gz,RAD21  
ENCFF761FDC.bed.gz,H3K4me3  
ENCFF952DEG.bed.gz,H2AFZ  
ENCFF591XKU.bed.gz,H3K9me3  
ENCFF945WPY.bed.gz,H3K36me3  
ENCFF002DAE.bed.gz,POLR2A  
ENCFF001XAA.bed.gz,H3K36me3  
ENCFF168GCU.bed.gz,H3K4me1  
ENCFF001VKU.bed.gz,POLR2A  
ENCFF079CJA.bed.gz,YY1  
ENCFF002ENN.bed.gz,POLR2A  
ENCFF307TSH.bed.gz,H3K27me3  
ENCFF093UJB.bed.gz,H3K36me3  
ENCFF002CVJ.bed.gz,POLR2A  
ENCFF001XIF.bed.gz,H3K4me3  
ENCFF184XDR.bed.gz,H2AFZ  
ENCFF268KBT.bed.gz,H3K27me3  
ENCFF449ATA.bed.gz,H3K4me3  
ENCFF382BJH.bed.gz,H3K4me3  
ENCFF001USA.bed.gz,POLR2A  
ENCFF839YKD.bed.gz,H3K36me3  
ENCFF708QQA.bed.gz,H3K27me3  
ENCFF805VGV.bed.gz,H4K20me1  
ENCFF654AYS.bed.gz,YY1  
ENCFF256RCY.bed.gz,H3K4me3  
ENCFF692UJO.bed.gz,H3K4me1  
ENCFF368TGP.bed.gz,H3K36me3  
ENCFF574JNS.bed.gz,H3K36me3  
ENCFF723ZLJ.bed.gz,H3K4me1  
ENCFF895LUU.bed.gz,H3K36me3  
ENCFF003DBJ.bed.gz,H3K9me3  
ENCFF157ARH.bed.gz,H3K36me3  
ENCFF001SXU.bed.gz,H3K9me3  
ENCFF287UIZ.bed.gz,H3K4me3  
ENCFF474BFW.bed.gz,RAD21  
ENCFF437FOK.bed.gz,H3K9me3  
ENCFF002DAK.bed.gz,POLR2A  
ENCFF012NEN.bed.gz,H3K9ac  
ENCFF036WAC.bed.gz,H3K4me1  
ENCFF704KAE.bed.gz,EP300  
ENCFF403VMI.bed.gz,H4K20me1  
ENCFF263AAM.bed.gz,H3K27ac  
ENCFF418ZCN.bed.gz,H3K4me3  
ENCFF043JEA.bed.gz,H3K27me3  
ENCFF002CKT.bed.gz,REST  
ENCFF667IAI.bed.gz,H3K27ac  
ENCFF123HZU.bed.gz,H3K27ac  
ENCFF519QQX.bed.gz,POLR2AphosphoS5  
ENCFF946OTT.bed.gz,H3K27me3  
ENCFF423NLJ.bed.gz,H3K79me2  
ENCFF872DLG.bed.gz,H3K4me3  
ENCFF510MYN.bed.gz,H3K4me3  
ENCFF597TSH.bed.gz,H3K36me3  
ENCFF024ATX.bed.gz,H3K79me2  
ENCFF260ZNJ.bed.gz,H2AFZ  
ENCFF261EOF.bed.gz,H3K4me2  
ENCFF968DSS.bed.gz,H3K27ac  
ENCFF181OFO.bed.gz,H3K9me3  
ENCFF001TCE.bed.gz,H3K9ac  
ENCFF002CNE.bed.gz,REST  
ENCFF628VUX.bed.gz,H3K27ac  
ENCFF042LXV.bed.gz,H3K9me3  
ENCFF871HTA.bed.gz,H3K9ac  
ENCFF358ZLQ.bed.gz,POLR2A  
ENCFF001WZA.bed.gz,H3K4me3  
ENCFF099OXS.bed.gz,H4K20me1  
ENCFF599QYZ.bed.gz,YY1  
ENCFF211FVC.bed.gz,YY1  
ENCFF119FRW.bed.gz,H3K4me1  
ENCFF184LUN.bed.gz,REST  
ENCFF001SYH.bed.gz,H2AFZ  
ENCFF001XJO.bed.gz,H3K36me3  
ENCFF261LRR.bed.gz,H3K4me1  
ENCFF305CQK.bed.gz,H3K27ac  
ENCFF224GWF.bed.gz,YY1  
ENCFF596GGF.bed.gz,H3K27me3  
ENCFF013OVV.bed.gz,H4K20me1  
ENCFF001TCM.bed.gz,H3K27ac  
ENCFF187DBP.bed.gz,H3K79me2  
ENCFF692VQQ.bed.gz,H3K9ac  
ENCFF001XHX.bed.gz,H3K4me3  
ENCFF584NAD.bed.gz,H2AFZ  
ENCFF913GNW.bed.gz,EP300  
ENCFF137AXJ.bed.gz,H3K27ac  
ENCFF002CZQ.bed.gz,POLR2A  
ENCFF188GZT.bed.gz,H3K36me3  
ENCFF187RUK.bed.gz,H3K27ac  
ENCFF001UGX.bed.gz,REST  
ENCFF257HFC.bed.gz,H3K27me3  
ENCFF554OEO.bed.gz,H3K4me3  
ENCFF829KBY.bed.gz,H3K4me3  
ENCFF651HRG.bed.gz,H3K4me3  
ENCFF575POH.bed.gz,H3K9me3  
ENCFF090ZGU.bed.gz,H3K4me3  
ENCFF001WUP.bed.gz,H3K4me3  
ENCFF001WVT.bed.gz,H3K4me3  
ENCFF119RRG.bed.gz,H3K4me3  
ENCFF086WSY.bed.gz,H2AFZ  
ENCFF506UZB.bed.gz,EP300  
ENCFF126ACA.bed.gz,H3K36me3  
ENCFF001SVF.bed.gz,H4K20me1  
ENCFF233SVA.bed.gz,POLR2AphosphoS5  
ENCFF007BBM.bed.gz,POLR2AphosphoS5  
ENCFF931CQV.bed.gz,H3K4me1  
ENCFF948JVT.bed.gz,H3K79me2  
ENCFF744SPK.bed.gz,H3K9me3  
ENCFF834PIH.bed.gz,H3K79me2  
ENCFF246HIM.bed.gz,RAD21  
ENCFF001XBL.bed.gz,H3K4me3  
ENCFF733AVG.bed.gz,POLR2A  
ENCFF426ERJ.bed.gz,H2AFZ  
ENCFF098ZOI.bed.gz,POLR2A  
ENCFF987UND.bed.gz,H3K4me1  
ENCFF661YCK.bed.gz,H3K4me3  
ENCFF812QZD.bed.gz,H3K4me1  
ENCFF605CYH.bed.gz,H3K4me3  
ENCFF086KTX.bed.gz,H3K4me1  
ENCFF001WXI.bed.gz,H3K36me3  
ENCFF977AFL.bed.gz,POLR2A  
ENCFF751VFZ.bed.gz,H3K9me3  
